Empresa	Medio de Acceso	Mes	Departamento	Conexiones		
ISIDRO ALBERTO CABANILLAS URBINA		2004-04-01	LA LIBERTAD	392		
J.R. TELECOM S.R.L.		2004-04-01	LIMA	"3,874"		
JOSÉ MILTON BENITES PANTOJA		2004-04-01	ANCASH	587		
JULIO CÉSAR SILVA REINA		2004-04-01	AMAZONAS	25		
KOREA PERÚ S.A. (KOPESA) 		2004-04-01	LIMA	407		
LUIS GONZALO FUENTES SOTELO 		2004-04-01	LIMA	739		
MERY ESTHER ORCHARD CHILMAZA		2004-04-01	LA LIBERTAD	586		
MULTIVISIÓN S.R.L.		2004-04-01	AREQUIPA	126		
NEOMICIA DEL ÁGUILA PINTO DE MORI		2004-04-01	SAN MARTÍN	142		
ORLANDO GONZALES CABRERA		2004-04-01	LA LIBERTAD	327		
PARABOLICA TV S.A.C.		2004-04-01	PIURA	"1,608"		
PATELCOM S.R.L.		2004-04-01	LIMA	310		
PEDRO JUAN LACA BUENDÍA		2004-04-01	LAMBAYEQUE	165		
PEDRO MARTÍN FUENTES SOTELO 		2004-04-01	LIMA	573		
RADIO TV H.P.CH. E.I.R.L.		2004-04-01	LIMA	"2,491"		
SERVICIOS CABLE SUR S.A.C.		2004-04-01	ICA	"3,308"		
STAR GLOBAL COM S.A.C.		2004-04-01	AREQUIPA	"6,876"		
STAR GLOBAL COM S.A.C.		2004-04-01	TACNA	"5,063"		
SUPERCABLE TELEVISION S.R.LTDA.		2004-04-01	PIURA	"5,548"		
TARMA VISIÓN S.R.L.		2004-04-01	JUNÍN	731		
TELE CABLE FUTURO S.A.C.		2004-04-01	ANCASH	268		
TELE CABLE MOTUPE S.R.L.		2004-04-01	LAMBAYEQUE	195		
TELECABLE CASMA S.R.LTDA. 		2004-04-01	ANCASH	562		
TELECABLE PAITA S.R.L.		2004-04-01	PIURA	"1,627"		
TELECABLE PANGOA S.R.L.		2004-04-01	JUNÍN	418		
TELECABLE SIGLO 21 S.A.A.		2004-04-01	LIMA	"6,149"		
TELECABLE TRUJILLO S.A.C.		2004-04-01	LA LIBERTAD	228		
TELEFÓNICA MULTIMEDIA S.A.C.		2004-04-01	ANCASH	"3,497"		
TELEFÓNICA MULTIMEDIA S.A.C.		2004-04-01	AREQUIPA	"12,449"		
TELEFÓNICA MULTIMEDIA S.A.C.		2004-04-01	CUSCO	"7,264"		
TELEFÓNICA MULTIMEDIA S.A.C.		2004-04-01	JUNÍN	"2,581"		
TELEFÓNICA MULTIMEDIA S.A.C.		2004-04-01	LA LIBERTAD	"12,121"		
TELEFÓNICA MULTIMEDIA S.A.C.		2004-04-01	LAMBAYEQUE	"5,650"		
TELEFÓNICA MULTIMEDIA S.A.C.		2004-04-01	LIMA	"299,534"		
TELEFÓNICA MULTIMEDIA S.A.C.		2004-04-01	PIURA	"4,129"		
TELEVISIÓN ALVIS E.I.R.L.		2004-04-01	LORETO	186		
TELEVISION SAN MARTIN S.A.C.		2004-04-01	SAN MARTÍN	"2,493"		
TELEVISIÓN TOTAL S.A.C.		2004-04-01	LIMA	889		
TELEVISORA SATELITAL S.A.C.		2004-04-01	ANCASH	423		
TELEVISORA TLS CHEPEN S.A.C.		2004-04-01	LA LIBERTAD	941		
TV - CABLE - CATACAOS E.I.R.L.		2004-04-01	PIURA	50		
TV CABLE DEL NORTE  S.R.L.		2004-04-01	LIMA	290		
TV CABLE OLCARÍN S.R.L		2004-04-01	SAN MARTÍN	220		
TV CABLE PUEBLO NUEVO 		2004-04-01	LA LIBERTAD	278		
TV CABLE RIOJA E.I.R.L. 		2004-04-01	SAN MARTÍN	"1,409"		
TV CABLE S.A. 		2004-04-01	PUNO	"1,376"		
TV CABLE SAN JUAN S.R.L. 		2004-04-01	LORETO	"4,259"		
TV CABLE SATÉLITE BAGUA E.I.R.L. 		2004-04-01	AMAZONAS	140		
TV CABLE Y TELECOMUNICACIONES S.A.C.		2004-04-01	JUNÍN	256		
XILEF ZILAO ROJAS BARDALES		2004-04-01	PIURA	400		
AMAZONIA T.V. S.R.LTDA		2004-05-01	SAN MARTÍN	596		
ANIBAL ESTRELLA CARTAGENA		2004-05-01	LIMA	80		
ANTENAS CABLE VISIÓN SATELITE S.A. 		2004-05-01	LIMA	"3,779"		
ASELEC INGENIEROS SRL		2004-05-01	LIMA	883		
ASOCIACIÓN COMUNITARIA TV. SATÉLITE VENTANILLA 		2004-05-01	LIMA	902		
BENJAMÍN SEGUNDO CARDENAS SALDAÑA 		2004-05-01	LIMA	823		
BOGA COMUNICACIONES S.A.		2004-05-01	LAMBAYEQUE	"3,919"		
BOGA COMUNICACIONES S.A.		2004-05-01	LIMA	"10,061"		
CABLE CLUB S.R.L.		2004-05-01	MOQUEGUA	602		
CABLE CLUB S.R.L.		2004-05-01	TACNA	330		
CABLE JAEN S.R.L.		2004-05-01	CAJAMARCA	983		
CABLE JUNIOR S.A.		2004-05-01	ICA	"1,823"		
"CABLE ORIENTE S.A. (ahora, CABLE ORIENTE PERUANO S.A.C.)"		2004-05-01	UCAYALI	828		
CABLE SISTEMAS S.R.L.		2004-05-01	APURÍMAC	151		
CABLE TELEVISIÓN PAIJAN E.I.R.L		2004-05-01	LA LIBERTAD	420		
CABLE VIDEO PERÚ S.A.C.		2004-05-01	LIMA	872		
CABLE VISIÓN CÁRDENAS E.I.R.L		2004-05-01	SAN MARTÍN	350		
CABLE VISIÓN CHACHAPOYAS E.I.R.L		2004-05-01	AMAZONAS	972		
CABLE VISIÓN DEL CENTRO S.R.L.		2004-05-01	AYACUCHO	"2,475"		
CABLE VISIÓN DEL NORTE S.A.C.		2004-05-01	LA LIBERTAD	"2,261"		
CABLE VISION HUANUCO S.A.C. 		2004-05-01	HUÁNUCO	"4,250"		
CABLE VISION HUANUCO S.A.C. 		2004-05-01	JUNÍN	771		
CABLE VISION TUMBES S.A.C		2004-05-01	TUMBES	"1,998"		
CABLE VISION ZARUMILLA S.A.C.		2004-05-01	TUMBES	"1,371"		
CABLE YURIMAGUAS S.R.L.		2004-05-01	LORETO	"1,299"		
CABLE ZOFRI S.R.L.		2004-05-01	AREQUIPA	754		
CABLE ZOFRI S.R.L.		2004-05-01	MOQUEGUA	"1,895"		
CABLENORTV S.A.C.		2004-05-01	LAMBAYEQUE	154		
CÉSAR HUMBERTO MINAYA VELÁSQUEZ (T.V CABLE SAYAN)		2004-05-01	LIMA	320		
CJG CABLE S.R.L.		2004-05-01	PASCO	365		
DANTE DANIEL DE LA CRUZ CASTRO		2004-05-01	LIMA	301		
ECONOCABLE PERÚ S.A.C.		2004-05-01	APURÍMAC	541		
ECONOCABLE S.A.C.		2004-05-01	MADRE DE DIOS	"3,060"		
ELVIS CIRINEO LEON MONTERO		2004-05-01	JUNÍN	155		
ELVIS WILBERT CERNA ERAZO		2004-05-01	PIURA	220		
EMPRESA DE SERVICIOS T.V. CABLE ANDAHUASI S.A.		2004-05-01	LIMA	600		
EMPRESA DE TELECOMUNICACIONES MULTIMEDIA ALFA E.I.R.L.		2004-05-01	LIMA	"1,360"		
EMPRESA DE TV Y RADIODIFUSION BAHIA E.I.R.L.		2004-05-01	ICA	"1,113"		
ENELIDA CABANILLAS ALAYO DE GONZALES		2004-05-01	UCAYALI	242		
EVELYN S.A.C. 		2004-05-01	SAN MARTÍN	634		
GENARO CABRERA CABANILLAS		2004-05-01	LA LIBERTAD	212		
H&C T.V. S.A.		2004-05-01	LIMA	"1,648"		
HELMER GODOFREDO FERNANDEZ DE LA CRUZ		2004-05-01	LIMA	290		
ISIDRO ALBERTO CABANILLAS URBINA		2004-05-01	LA LIBERTAD	426		
J.R. TELECOM S.R.L.		2004-05-01	LIMA	"3,890"		
JOSÉ MILTON BENITES PANTOJA		2004-05-01	ANCASH	587		
JULIO CÉSAR SILVA REINA		2004-05-01	AMAZONAS	25		
KOREA PERÚ S.A. (KOPESA) 		2004-05-01	LIMA	428		
LUIS GONZALO FUENTES SOTELO 		2004-05-01	LIMA	724		
MERY ESTHER ORCHARD CHILMAZA		2004-05-01	LA LIBERTAD	592		
MULTIVISIÓN S.R.L.		2004-05-01	AREQUIPA	132		
NEOMICIA DEL ÁGUILA PINTO DE MORI		2004-05-01	SAN MARTÍN	150		
ORLANDO GONZALES CABRERA		2004-05-01	LA LIBERTAD	331		
PARABOLICA TV S.A.C.		2004-05-01	PIURA	"1,645"		
PATELCOM S.R.L.		2004-05-01	LIMA	315		
PEDRO JUAN LACA BUENDÍA		2004-05-01	LAMBAYEQUE	140		
PEDRO MARTÍN FUENTES SOTELO 		2004-05-01	LIMA	575		
RADIO TV H.P.CH. E.I.R.L.		2004-05-01	LIMA	"2,511"		
SERVICIOS CABLE SUR S.A.C.		2004-05-01	ICA	"3,393"		
STAR GLOBAL COM S.A.C.		2004-05-01	AREQUIPA	"6,919"		
STAR GLOBAL COM S.A.C.		2004-05-01	TACNA	"5,070"		
SUPERCABLE TELEVISION S.R.LTDA.		2004-05-01	PIURA	"5,683"		
TARMA VISIÓN S.R.L.		2004-05-01	JUNÍN	785		
TELE CABLE FUTURO S.A.C.		2004-05-01	ANCASH	282		
TELE CABLE MOTUPE S.R.L.		2004-05-01	LAMBAYEQUE	191		
TELECABLE CASMA S.R.LTDA. 		2004-05-01	ANCASH	541		
TELECABLE PAITA S.R.L.		2004-05-01	PIURA	"1,607"		
TELECABLE PANGOA S.R.L.		2004-05-01	JUNÍN	407		
TELECABLE SIGLO 21 S.A.A.		2004-05-01	LIMA	"6,005"		
TELECABLE TRUJILLO S.A.C.		2004-05-01	LA LIBERTAD	232		
TELEFÓNICA MULTIMEDIA S.A.C.		2004-05-01	ANCASH	"3,490"		
TELEFÓNICA MULTIMEDIA S.A.C.		2004-05-01	AREQUIPA	"12,557"		
TELEFÓNICA MULTIMEDIA S.A.C.		2004-05-01	CUSCO	"7,379"		
TELEFÓNICA MULTIMEDIA S.A.C.		2004-05-01	JUNÍN	"2,605"		
TELEFÓNICA MULTIMEDIA S.A.C.		2004-05-01	LA LIBERTAD	"12,242"		
TELEFÓNICA MULTIMEDIA S.A.C.		2004-05-01	LAMBAYEQUE	"5,641"		
TELEFÓNICA MULTIMEDIA S.A.C.		2004-05-01	LIMA	"295,128"		
TELEFÓNICA MULTIMEDIA S.A.C.		2004-05-01	PIURA	"4,163"		
TELEVISIÓN ALVIS E.I.R.L.		2004-05-01	LORETO	192		
TELEVISION SAN MARTIN S.A.C.		2004-05-01	SAN MARTÍN	"2,666"		
TELEVISIÓN TOTAL S.A.C.		2004-05-01	LIMA	851		
TELEVISORA SATELITAL S.A.C.		2004-05-01	ANCASH	421		
TELEVISORA TLS CHEPEN S.A.C.		2004-05-01	LA LIBERTAD	945		
TV - CABLE - CATACAOS E.I.R.L.		2004-05-01	PIURA	90		
TV CABLE DEL NORTE  S.R.L.		2004-05-01	LIMA	288		
TV CABLE OLCARÍN S.R.L		2004-05-01	SAN MARTÍN	229		
TV CABLE PUEBLO NUEVO 		2004-05-01	LA LIBERTAD	268		
TV CABLE RIOJA E.I.R.L. 		2004-05-01	SAN MARTÍN	"1,415"		
TV CABLE S.A. 		2004-05-01	PUNO	"1,365"		
TV CABLE S.P. S.A.C.		2004-05-01	JUNÍN	20		
TV CABLE SAN JUAN S.R.L. 		2004-05-01	LORETO	"4,171"		
TV CABLE SATÉLITE BAGUA E.I.R.L. 		2004-05-01	AMAZONAS	146		
TV CABLE Y TELECOMUNICACIONES S.A.C.		2004-05-01	JUNÍN	255		
XILEF ZILAO ROJAS BARDALES		2004-05-01	PIURA	400		
AMAZONIA T.V. S.R.LTDA		2004-06-01	SAN MARTÍN	608		
ANIBAL ESTRELLA CARTAGENA		2004-06-01	LIMA	90		
ANTENAS CABLE VISIÓN SATELITE S.A. 		2004-06-01	LIMA	"3,927"		
ASELEC INGENIEROS SRL		2004-06-01	LIMA	921		
ASOCIACIÓN COMUNITARIA TV. SATÉLITE VENTANILLA 		2004-06-01	LIMA	907		
BENJAMÍN SEGUNDO CARDENAS SALDAÑA 		2004-06-01	LIMA	823		
BOGA COMUNICACIONES S.A.		2004-06-01	LAMBAYEQUE	"3,828"		
BOGA COMUNICACIONES S.A.		2004-06-01	LIMA	"9,953"		
CABLE CLUB S.R.L.		2004-06-01	MOQUEGUA	675		
CABLE CLUB S.R.L.		2004-06-01	TACNA	355		
CABLE JAEN S.R.L.		2004-06-01	CAJAMARCA	"1,173"		
CABLE JUNIOR S.A.		2004-06-01	ICA	"1,868"		
"CABLE ORIENTE S.A. (ahora, CABLE ORIENTE PERUANO S.A.C.)"		2004-06-01	UCAYALI	880		
CABLE SISTEMAS S.R.L.		2004-06-01	APURÍMAC	159		
CABLE TELEVISIÓN PAIJAN E.I.R.L		2004-06-01	LA LIBERTAD	420		
CABLE VIDEO PERÚ S.A.C.		2004-06-01	LIMA	953		
CABLE VISIÓN CÁRDENAS E.I.R.L		2004-06-01	SAN MARTÍN	355		
CABLE VISIÓN CHACHAPOYAS E.I.R.L		2004-06-01	AMAZONAS	956		
CABLE VISIÓN DEL CENTRO S.R.L.		2004-06-01	AYACUCHO	"2,465"		
CABLE VISIÓN DEL NORTE S.A.C.		2004-06-01	LA LIBERTAD	"2,283"		
CABLE VISION HUANUCO S.A.C. 		2004-06-01	HUÁNUCO	"4,267"		
CABLE VISION HUANUCO S.A.C. 		2004-06-01	JUNÍN	792		
CABLE VISION TUMBES S.A.C		2004-06-01	TUMBES	"1,968"		
CABLE VISION ZARUMILLA S.A.C.		2004-06-01	TUMBES	"1,372"		
CABLE YURIMAGUAS S.R.L.		2004-06-01	LORETO	"1,301"		
CABLE ZOFRI S.R.L.		2004-06-01	AREQUIPA	968		
CABLE ZOFRI S.R.L.		2004-06-01	MOQUEGUA	"1,979"		
CABLENORTV S.A.C.		2004-06-01	LAMBAYEQUE	128		
CARLOS EDUARDO URBINA ALFARO		2004-06-01	LA LIBERTAD	123		
CÉSAR HUMBERTO MINAYA VELÁSQUEZ (T.V CABLE SAYAN)		2004-06-01	LIMA	320		
CJG CABLE S.R.L.		2004-06-01	PASCO	371		
DANTE DANIEL DE LA CRUZ CASTRO		2004-06-01	LIMA	309		
ECONOCABLE PERÚ S.A.C.		2004-06-01	APURÍMAC	552		
ECONOCABLE S.A.C.		2004-06-01	MADRE DE DIOS	"3,067"		
ELVIS CIRINEO LEON MONTERO		2004-06-01	JUNÍN	156		
ELVIS WILBERT CERNA ERAZO		2004-06-01	PIURA	240		
EMPRESA DE SERVICIOS T.V. CABLE ANDAHUASI S.A.		2004-06-01	LIMA	600		
EMPRESA DE TELECOMUNICACIONES MULTIMEDIA ALFA E.I.R.L.		2004-06-01	LIMA	"1,300"		
EMPRESA DE TV Y RADIODIFUSION BAHIA E.I.R.L.		2004-06-01	ICA	"1,135"		
ENELIDA CABANILLAS ALAYO DE GONZALES		2004-06-01	UCAYALI	245		
EVELYN S.A.C. 		2004-06-01	SAN MARTÍN	643		
GENARO CABRERA CABANILLAS		2004-06-01	LA LIBERTAD	212		
H&C T.V. S.A.		2004-06-01	LIMA	"1,661"		
HELMER GODOFREDO FERNANDEZ DE LA CRUZ		2004-06-01	LIMA	300		
ISIDRO ALBERTO CABANILLAS URBINA		2004-06-01	LA LIBERTAD	413		
J.R. TELECOM S.R.L.		2004-06-01	LIMA	"3,910"		
JOSÉ MILTON BENITES PANTOJA		2004-06-01	ANCASH	587		
JULIO CÉSAR SILVA REINA		2004-06-01	AMAZONAS	25		
KOREA PERÚ S.A. (KOPESA) 		2004-06-01	LIMA	464		
LUIS GONZALO FUENTES SOTELO 		2004-06-01	LIMA	760		
MERY ESTHER ORCHARD CHILMAZA		2004-06-01	LA LIBERTAD	601		
MULTIVISIÓN S.R.L.		2004-06-01	AREQUIPA	160		
NEOMICIA DEL ÁGUILA PINTO DE MORI		2004-06-01	SAN MARTÍN	158		
ORLANDO GONZALES CABRERA		2004-06-01	LA LIBERTAD	334		
PARABOLICA TV S.A.C.		2004-06-01	PIURA	"1,684"		
PATELCOM S.R.L.		2004-06-01	LIMA	316		
PEDRO JUAN LACA BUENDÍA		2004-06-01	LAMBAYEQUE	150		
PEDRO MARTÍN FUENTES SOTELO 		2004-06-01	LIMA	571		
RADIO TV H.P.CH. E.I.R.L.		2004-06-01	LIMA	"2,547"		
SERVICIOS CABLE SUR S.A.C.		2004-06-01	ICA	"3,475"		
STAR GLOBAL COM S.A.C.		2004-06-01	AREQUIPA	"6,943"		
STAR GLOBAL COM S.A.C.		2004-06-01	TACNA	"5,074"		
SUPERCABLE TELEVISION S.R.LTDA.		2004-06-01	PIURA	"5,586"		
TARMA VISIÓN S.R.L.		2004-06-01	JUNÍN	802		
TELE CABLE FUTURO S.A.C.		2004-06-01	ANCASH	298		
TELE CABLE MOTUPE S.R.L.		2004-06-01	LAMBAYEQUE	194		
TELECABLE CASMA S.R.LTDA. 		2004-06-01	ANCASH	538		
TELECABLE PAITA S.R.L.		2004-06-01	PIURA	"1,683"		
TELECABLE PANGOA S.R.L.		2004-06-01	JUNÍN	389		
TELECABLE SIGLO 21 S.A.A.		2004-06-01	LIMA	"5,969"		
TELECABLE TRUJILLO S.A.C.		2004-06-01	LA LIBERTAD	225		
TELEFÓNICA MULTIMEDIA S.A.C.		2004-06-01	ANCASH	"3,553"		
TELEFÓNICA MULTIMEDIA S.A.C.		2004-06-01	AREQUIPA	"12,661"		
TELEFÓNICA MULTIMEDIA S.A.C.		2004-06-01	CUSCO	"7,462"		
TELEFÓNICA MULTIMEDIA S.A.C.		2004-06-01	JUNÍN	"2,632"		
TELEFÓNICA MULTIMEDIA S.A.C.		2004-06-01	LA LIBERTAD	"12,373"		
TELEFÓNICA MULTIMEDIA S.A.C.		2004-06-01	LAMBAYEQUE	"5,726"		
TELEFÓNICA MULTIMEDIA S.A.C.		2004-06-01	LIMA	"297,790"		
TELEFÓNICA MULTIMEDIA S.A.C.		2004-06-01	PIURA	"4,200"		
TELEVISIÓN ALVIS E.I.R.L.		2004-06-01	LORETO	197		
TELEVISION SAN MARTIN S.A.C.		2004-06-01	SAN MARTÍN	"2,540"		
TELEVISIÓN TOTAL S.A.C.		2004-06-01	LIMA	810		
TELEVISORA SATELITAL S.A.C.		2004-06-01	ANCASH	432		
TELEVISORA TLS CHEPEN S.A.C.		2004-06-01	LA LIBERTAD	941		
TV - CABLE - CATACAOS E.I.R.L.		2004-06-01	PIURA	140		
TV CABLE DEL NORTE  S.R.L.		2004-06-01	LIMA	291		
TV CABLE OLCARÍN S.R.L		2004-06-01	SAN MARTÍN	238		
TV CABLE PUEBLO NUEVO 		2004-06-01	LA LIBERTAD	268		
TV CABLE RIOJA E.I.R.L. 		2004-06-01	SAN MARTÍN	"1,428"		
TV CABLE S.A. 		2004-06-01	PUNO	"1,437"		
TV CABLE S.P. S.A.C.		2004-06-01	JUNÍN	32		
TV CABLE SAN JUAN S.R.L. 		2004-06-01	LORETO	"4,203"		
TV CABLE SATÉLITE BAGUA E.I.R.L. 		2004-06-01	AMAZONAS	147		
TV CABLE Y TELECOMUNICACIONES S.A.C.		2004-06-01	JUNÍN	245		
XILEF ZILAO ROJAS BARDALES		2004-06-01	PIURA	390		
AMAZONIA T.V. S.R.LTDA		2004-07-01	SAN MARTÍN	615		
ANIBAL ESTRELLA CARTAGENA		2004-07-01	LIMA	100		
ANTENAS CABLE VISIÓN SATELITE S.A. 		2004-07-01	LIMA	"3,996"		
ASELEC INGENIEROS SRL		2004-07-01	LIMA	919		
ASOCIACIÓN COMUNITARIA TV. SATÉLITE VENTANILLA 		2004-07-01	LIMA	913		
BENJAMÍN SEGUNDO CARDENAS SALDAÑA 		2004-07-01	LIMA	810		
BOGA COMUNICACIONES S.A.		2004-07-01	LAMBAYEQUE	"3,855"		
BOGA COMUNICACIONES S.A.		2004-07-01	LIMA	"10,055"		
CABLE CLUB S.R.L.		2004-07-01	MOQUEGUA	624		
CABLE CLUB S.R.L.		2004-07-01	TACNA	317		
CABLE JAEN S.R.L.		2004-07-01	CAJAMARCA	"1,308"		
CABLE JUNIOR S.A.		2004-07-01	ICA	"1,939"		
"CABLE ORIENTE S.A. (ahora, CABLE ORIENTE PERUANO S.A.C.)"		2004-07-01	UCAYALI	852		
CABLE SISTEMAS S.R.L.		2004-07-01	APURÍMAC	169		
CABLE TELEVISIÓN PAIJAN E.I.R.L		2004-07-01	LA LIBERTAD	420		
CABLE VIDEO PERÚ S.A.C.		2004-07-01	LIMA	"1,035"		
CABLE VISIÓN CÁRDENAS E.I.R.L		2004-07-01	SAN MARTÍN	361		
CABLE VISIÓN CHACHAPOYAS E.I.R.L		2004-07-01	AMAZONAS	950		
CABLE VISIÓN DEL CENTRO S.R.L.		2004-07-01	AYACUCHO	"2,477"		
CABLE VISIÓN DEL NORTE S.A.C.		2004-07-01	LA LIBERTAD	"2,317"		
CABLE VISION HUANUCO S.A.C. 		2004-07-01	HUÁNUCO	"4,266"		
CABLE VISION HUANUCO S.A.C. 		2004-07-01	JUNÍN	848		
CABLE VISION TUMBES S.A.C		2004-07-01	TUMBES	"2,015"		
CABLE VISION ZARUMILLA S.A.C.		2004-07-01	TUMBES	"1,411"		
CABLE YURIMAGUAS S.R.L.		2004-07-01	LORETO	"1,392"		
CABLE ZOFRI S.R.L.		2004-07-01	AREQUIPA	937		
CABLE ZOFRI S.R.L.		2004-07-01	MOQUEGUA	"1,984"		
CABLENORTV S.A.C.		2004-07-01	LAMBAYEQUE	107		
CARLOS EDUARDO URBINA ALFARO		2004-07-01	LA LIBERTAD	135		
CÉSAR HUMBERTO MINAYA VELÁSQUEZ (T.V CABLE SAYAN)		2004-07-01	LIMA	300		
CJG CABLE S.R.L.		2004-07-01	PASCO	381		
DANTE DANIEL DE LA CRUZ CASTRO		2004-07-01	LIMA	316		
ECONOCABLE PERÚ S.A.C.		2004-07-01	APURÍMAC	569		
ECONOCABLE S.A.C.		2004-07-01	MADRE DE DIOS	"3,008"		
EDVAR CHARLES NAVARRO ZUÑIGA (TV CABLE SAN FRANCISCO)		2004-07-01	AYACUCHO	10		
ELVIS CIRINEO LEON MONTERO		2004-07-01	JUNÍN	167		
ELVIS WILBERT CERNA ERAZO		2004-07-01	PIURA	250		
EMPRESA DE SERVICIOS T.V. CABLE ANDAHUASI S.A.		2004-07-01	LIMA	600		
EMPRESA DE TELECOMUNICACIONES MULTIMEDIA ALFA E.I.R.L.		2004-07-01	LIMA	"1,314"		
EMPRESA DE TV Y RADIODIFUSION BAHIA E.I.R.L.		2004-07-01	ICA	"1,227"		
ENELIDA CABANILLAS ALAYO DE GONZALES		2004-07-01	UCAYALI	264		
EVELYN S.A.C. 		2004-07-01	SAN MARTÍN	672		
GENARO CABRERA CABANILLAS		2004-07-01	LA LIBERTAD	212		
H&C T.V. S.A.		2004-07-01	LIMA	"1,702"		
HELMER GODOFREDO FERNANDEZ DE LA CRUZ		2004-07-01	LIMA	300		
ISIDRO ALBERTO CABANILLAS URBINA		2004-07-01	LA LIBERTAD	406		
J.R. TELECOM S.R.L.		2004-07-01	LIMA	"3,927"		
JAIME JULIO PACHECO MATILDE		2004-07-01	ANCASH	224		
JOSÉ MILTON BENITES PANTOJA		2004-07-01	ANCASH	587		
JULIO CÉSAR SILVA REINA		2004-07-01	AMAZONAS	25		
KOREA PERÚ S.A. (KOPESA) 		2004-07-01	LIMA	436		
LEYSAT TELECOMUNICACIONES S.A.C.		2004-07-01	PASCO	7		
LUIS GONZALO FUENTES SOTELO 		2004-07-01	LIMA	747		
MERY ESTHER ORCHARD CHILMAZA		2004-07-01	LA LIBERTAD	611		
MULTIVISIÓN S.R.L.		2004-07-01	AREQUIPA	167		
NEOMICIA DEL ÁGUILA PINTO DE MORI		2004-07-01	SAN MARTÍN	155		
ORLANDO GONZALES CABRERA		2004-07-01	LA LIBERTAD	338		
PARABOLICA TV S.A.C.		2004-07-01	PIURA	"1,734"		
PATELCOM S.R.L.		2004-07-01	LIMA	317		
PEDRO JUAN LACA BUENDÍA		2004-07-01	LAMBAYEQUE	160		
PEDRO MARTÍN FUENTES SOTELO 		2004-07-01	LIMA	571		
RADIO TV H.P.CH. E.I.R.L.		2004-07-01	LIMA	"2,580"		
SERVICIOS CABLE SUR S.A.C.		2004-07-01	ICA	"3,604"		
STAR GLOBAL COM S.A.C.		2004-07-01	AREQUIPA	"6,830"		
STAR GLOBAL COM S.A.C.		2004-07-01	TACNA	"5,079"		
SUPERCABLE TELEVISION S.R.LTDA.		2004-07-01	PIURA	"5,329"		
TARMA VISIÓN S.R.L.		2004-07-01	JUNÍN	809		
TELE CABLE FUTURO S.A.C.		2004-07-01	ANCASH	298		
TELE CABLE MOTUPE S.R.L.		2004-07-01	LAMBAYEQUE	194		
TELECABLE CASMA S.R.LTDA. 		2004-07-01	ANCASH	540		
TELECABLE PAITA S.R.L.		2004-07-01	PIURA	"1,689"		
TELECABLE PANGOA S.R.L.		2004-07-01	JUNÍN	372		
TELECABLE SIGLO 21 S.A.A.		2004-07-01	LIMA	"5,813"		
TELECABLE TRUJILLO S.A.C.		2004-07-01	LA LIBERTAD	228		
TELEFÓNICA MULTIMEDIA S.A.C.		2004-07-01	ANCASH	"4,788"		
TELEFÓNICA MULTIMEDIA S.A.C.		2004-07-01	AREQUIPA	"14,383"		
TELEFÓNICA MULTIMEDIA S.A.C.		2004-07-01	CUSCO	"8,636"		
TELEFÓNICA MULTIMEDIA S.A.C.		2004-07-01	JUNÍN	"3,014"		
TELEFÓNICA MULTIMEDIA S.A.C.		2004-07-01	LA LIBERTAD	"14,764"		
TELEFÓNICA MULTIMEDIA S.A.C.		2004-07-01	LAMBAYEQUE	"6,712"		
TELEFÓNICA MULTIMEDIA S.A.C.		2004-07-01	LIMA	"316,833"		
TELEFÓNICA MULTIMEDIA S.A.C.		2004-07-01	PIURA	"5,252"		
TELEVISIÓN ALVIS E.I.R.L.		2004-07-01	LORETO	206		
TELEVISION SAN MARTIN S.A.C.		2004-07-01	SAN MARTÍN	"2,797"		
TELEVISIÓN TOTAL S.A.C.		2004-07-01	LIMA	770		
TELEVISORA SATELITAL S.A.C.		2004-07-01	ANCASH	460		
TELEVISORA TLS CHEPEN S.A.C.		2004-07-01	LA LIBERTAD	949		
TV - CABLE - CATACAOS E.I.R.L.		2004-07-01	PIURA	252		
TV CABLE DEL NORTE  S.R.L.		2004-07-01	LIMA	297		
TV CABLE OLCARÍN S.R.L		2004-07-01	SAN MARTÍN	246		
TV CABLE PUEBLO NUEVO 		2004-07-01	LA LIBERTAD	280		
TV CABLE RIOJA E.I.R.L. 		2004-07-01	SAN MARTÍN	"1,420"		
TV CABLE S.A. 		2004-07-01	PUNO	"1,646"		
TV CABLE S.P. S.A.C.		2004-07-01	HUANCAVELICA	200		
TV CABLE S.P. S.A.C.		2004-07-01	JUNÍN	42		
TV CABLE SAN JUAN S.R.L. 		2004-07-01	LORETO	"4,362"		
TV CABLE SATÉLITE BAGUA E.I.R.L. 		2004-07-01	AMAZONAS	156		
TV CABLE Y TELECOMUNICACIONES S.A.C.		2004-07-01	JUNÍN	242		
XILEF ZILAO ROJAS BARDALES		2004-07-01	PIURA	400		
AMAZONIA T.V. S.R.LTDA		2004-08-01	SAN MARTÍN	619		
ANIBAL ESTRELLA CARTAGENA		2004-08-01	LIMA	108		
ANTENAS CABLE VISIÓN SATELITE S.A. 		2004-08-01	LIMA	"4,106"		
ASELEC INGENIEROS SRL		2004-08-01	LIMA	915		
ASOCIACIÓN COMUNITARIA TV. SATÉLITE VENTANILLA 		2004-08-01	LIMA	911		
BENJAMÍN SEGUNDO CARDENAS SALDAÑA 		2004-08-01	LIMA	822		
BOGA COMUNICACIONES S.A.		2004-08-01	LAMBAYEQUE	"3,836"		
BOGA COMUNICACIONES S.A.		2004-08-01	LIMA	"10,268"		
